# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2023-08-14
#
# GRDC-No.:              6246185
# River:                 TEISCHNITZBACH
# Station:               SPOTTLING-TAURER
# Country:               --
# Latitude (DD):       47.0261
# Longitude (DD):      12.6344
# Catchment area (km²):      
# Altitude (m ASL):        1491.09
# Next downstream station:      -
# Remarks:               http://ehyd.gv.at/eHYD/MessstellenExtraData/owf?id=212126&file=4. AdaptAlp-ID: AU125
# Owner of original data: Austria - Federal Ministry of Agriculture, Regions and Tourism (BMLRT)
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1951 - 2018
# No. of years:          68
# Last update:           2022-08-24
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 816
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
1988-03-01;--:--;   -999.000;      0.060; 100
1988-04-01;--:--;   -999.000;      0.123; 100
1988-05-01;--:--;   -999.000;      0.669; 100
1988-06-01;--:--;   -999.000;      0.989; 100
1988-07-01;--:--;   -999.000;      1.403; 100
1988-08-01;--:--;   -999.000;      1.205; 100
1988-09-01;--:--;   -999.000;      0.578; 100
1988-10-01;--:--;   -999.000;      0.393; 100
1988-11-01;--:--;   -999.000;      0.169; 100
1988-12-01;--:--;   -999.000;      0.127; 100
1989-01-01;--:--;   -999.000;      0.098; 100
1989-02-01;--:--;   -999.000;      0.104; 100
1989-03-01;--:--;   -999.000;      0.099; 100
1989-04-01;--:--;   -999.000;      0.129; 100
1989-05-01;--:--;   -999.000;      0.573; 100
1989-06-01;--:--;   -999.000;      0.950; 100
1989-07-01;--:--;   -999.000;      1.566; 100
1989-08-01;--:--;   -999.000;      0.996; 100
1989-09-01;--:--;   -999.000;      0.464; 100
1989-10-01;--:--;   -999.000;      0.190; 100
1989-11-01;--:--;   -999.000;      0.122; 100
1989-12-01;--:--;   -999.000;      0.080; 100
1990-01-01;--:--;   -999.000;      0.051; 100
1990-02-01;--:--;   -999.000;      0.041; 100
1990-03-01;--:--;   -999.000;      0.101; 100
1990-04-01;--:--;   -999.000;      0.112; 100
1990-05-01;--:--;   -999.000;      0.696; 100
1990-06-01;--:--;   -999.000;      1.055; 100
1990-07-01;--:--;   -999.000;      1.284; 100
1990-08-01;--:--;   -999.000;      0.605; 100
1990-09-01;--:--;   -999.000;      0.292; 100
1990-10-01;--:--;   -999.000;      0.347; 100
1990-11-01;--:--;   -999.000;      0.182; 100
1990-12-01;--:--;   -999.000;      0.116; 100
1991-01-01;--:--;   -999.000;      0.087; 100
1991-02-01;--:--;   -999.000;      0.072; 100
1991-03-01;--:--;   -999.000;      0.078; 100
1991-04-01;--:--;   -999.000;      0.125; 100
1991-05-01;--:--;   -999.000;      0.218; 100
1991-06-01;--:--;   -999.000;      1.420; 100
1991-07-01;--:--;   -999.000;      2.193; 100
1991-08-01;--:--;   -999.000;      1.339; 100
1991-09-01;--:--;   -999.000;      0.701; 100
1991-10-01;--:--;   -999.000;      0.242; 100
1991-11-01;--:--;   -999.000;      0.134; 100
1991-12-01;--:--;   -999.000;      0.095; 100
1992-01-01;--:--;   -999.000;      0.060; 100
1992-02-01;--:--;   -999.000;      0.045; 100
1992-03-01;--:--;   -999.000;      0.056; 100
1992-04-01;--:--;   -999.000;      0.101; 100
1992-05-01;--:--;   -999.000;      0.663; 100
1992-06-01;--:--;   -999.000;      1.028; 100
1992-07-01;--:--;   -999.000;      1.262; 100
1992-08-01;--:--;   -999.000;      1.270; 100
1992-09-01;--:--;   -999.000;      0.579; 100
1992-10-01;--:--;   -999.000;      0.233; 100
1992-11-01;--:--;   -999.000;      0.142; 100
1992-12-01;--:--;   -999.000;      0.128; 100
1993-01-01;--:--;   -999.000;      0.094; 100
1993-02-01;--:--;   -999.000;      0.089; 100
1993-03-01;--:--;   -999.000;      0.098; 100
1993-04-01;--:--;   -999.000;      0.131; 100
1993-05-01;--:--;   -999.000;      0.655; 100
1993-06-01;--:--;   -999.000;      1.054; 100
1993-07-01;--:--;   -999.000;      1.150; 100
1993-08-01;--:--;   -999.000;      1.481; 100
1993-09-01;--:--;   -999.000;      0.395; 100
1993-10-01;--:--;   -999.000;      0.579; 100
1993-11-01;--:--;   -999.000;      0.266; 100
1993-12-01;--:--;   -999.000;      0.159; 100
1994-01-01;--:--;   -999.000;      0.095; 100
1994-02-01;--:--;   -999.000;      0.090; 100
1994-03-01;--:--;   -999.000;      0.116; 100
1994-04-01;--:--;   -999.000;      0.143; 100
1994-05-01;--:--;   -999.000;      0.568; 100
1994-06-01;--:--;   -999.000;      1.671; 100
1994-07-01;--:--;   -999.000;      1.848; 100
1994-08-01;--:--;   -999.000;      1.168; 100
1994-09-01;--:--;   -999.000;      0.967; 100
1994-10-01;--:--;   -999.000;      0.257; 100
1994-11-01;--:--;   -999.000;      0.177; 100
1994-12-01;--:--;   -999.000;      0.161; 100
1995-01-01;--:--;   -999.000;      0.119; 100
1995-02-01;--:--;   -999.000;      0.081; 100
1995-03-01;--:--;   -999.000;      0.086; 100
1995-04-01;--:--;   -999.000;      0.128; 100
1995-05-01;--:--;   -999.000;      0.362; 100
1995-06-01;--:--;   -999.000;      1.259; 100
1995-07-01;--:--;   -999.000;      2.117; 100
1995-08-01;--:--;   -999.000;      1.114; 100
1995-09-01;--:--;   -999.000;      0.495; 100
1995-10-01;--:--;   -999.000;      0.368; 100
1995-11-01;--:--;   -999.000;      0.153; 100
1995-12-01;--:--;   -999.000;      0.117; 100
1996-01-01;--:--;   -999.000;      0.090; 100
1996-02-01;--:--;   -999.000;      0.066; 100
1996-03-01;--:--;   -999.000;      0.066; 100
1996-04-01;--:--;   -999.000;      0.133; 100
1996-05-01;--:--;   -999.000;      0.554; 100
1996-06-01;--:--;   -999.000;      1.210; 100
1996-07-01;--:--;   -999.000;      0.930; 100
1996-08-01;--:--;   -999.000;      0.909; 100
1996-09-01;--:--;   -999.000;      0.478; 100
1996-10-01;--:--;   -999.000;      0.517; 100
1996-11-01;--:--;   -999.000;      0.218; 100
1996-12-01;--:--;   -999.000;      0.120; 100
1997-01-01;--:--;   -999.000;      0.103; 100
1997-02-01;--:--;   -999.000;      0.084; 100
1997-03-01;--:--;   -999.000;      0.105; 100
1997-04-01;--:--;   -999.000;      0.123; 100
1997-05-01;--:--;   -999.000;      0.483; 100
1997-06-01;--:--;   -999.000;      1.493; 100
1997-07-01;--:--;   -999.000;      1.457; 100
1997-08-01;--:--;   -999.000;      1.188; 100
1997-09-01;--:--;   -999.000;      0.901; 100
1997-10-01;--:--;   -999.000;      0.346; 100
1997-11-01;--:--;   -999.000;      0.187; 100
1997-12-01;--:--;   -999.000;      0.132; 100
1998-01-01;--:--;   -999.000;      0.083; 100
1998-02-01;--:--;   -999.000;      0.077; 100
1998-03-01;--:--;   -999.000;      0.083; 100
1998-04-01;--:--;   -999.000;      0.132; 100
1998-05-01;--:--;   -999.000;      0.481; 100
1998-06-01;--:--;   -999.000;      1.463; 100
1998-07-01;--:--;   -999.000;      1.280; 100
1998-08-01;--:--;   -999.000;      1.391; 100
1998-09-01;--:--;   -999.000;      0.670; 100
1998-10-01;--:--;   -999.000;      0.452; 100
1998-11-01;--:--;   -999.000;      0.220; 100
1998-12-01;--:--;   -999.000;      0.129; 100
1999-01-01;--:--;   -999.000;      0.119; 100
1999-02-01;--:--;   -999.000;      0.078; 100
1999-03-01;--:--;   -999.000;      0.082; 100
1999-04-01;--:--;   -999.000;      0.131; 100
1999-05-01;--:--;   -999.000;      0.932; 100
1999-06-01;--:--;   -999.000;      1.429; 100
1999-07-01;--:--;   -999.000;      1.528; 100
1999-08-01;--:--;   -999.000;      1.584; 100
1999-09-01;--:--;   -999.000;      0.923; 100
1999-10-01;--:--;   -999.000;      0.392; 100
1999-11-01;--:--;   -999.000;      0.190; 100
1999-12-01;--:--;   -999.000;      0.125; 100
2000-01-01;--:--;   -999.000;      0.081; 100
2000-02-01;--:--;   -999.000;      0.069; 100
2000-03-01;--:--;   -999.000;      0.081; 100
2000-04-01;--:--;   -999.000;      0.279; 100
2000-05-01;--:--;   -999.000;      1.260; 100
2000-06-01;--:--;   -999.000;      1.839; 100
2000-07-01;--:--;   -999.000;      1.132; 100
2000-08-01;--:--;   -999.000;      1.371; 100
2000-09-01;--:--;   -999.000;      0.479; 100
2000-10-01;--:--;   -999.000;      0.457; 100
2000-11-01;--:--;   -999.000;      0.286; 100
2000-12-01;--:--;   -999.000;      0.147; 100
2001-01-01;--:--;   -999.000;      0.099; 100
2001-02-01;--:--;   -999.000;      0.072; 100
2001-03-01;--:--;   -999.000;      0.099; 100
2001-04-01;--:--;   -999.000;      0.112; 100
2001-05-01;--:--;   -999.000;      0.931; 100
2001-06-01;--:--;   -999.000;      1.460; 100
2001-07-01;--:--;   -999.000;      1.588; 100
2001-08-01;--:--;   -999.000;      1.311; 100
2001-09-01;--:--;   -999.000;      0.363; 100
2001-10-01;--:--;   -999.000;      0.356; 100
2001-11-01;--:--;   -999.000;      0.129; 100
2001-12-01;--:--;   -999.000;      0.094; 100
2002-01-01;--:--;   -999.000;      0.085; 100
2002-02-01;--:--;   -999.000;      0.076; 100
2002-03-01;--:--;   -999.000;      0.101; 100
2002-04-01;--:--;   -999.000;      0.112; 100
2002-05-01;--:--;   -999.000;      0.717; 100
2002-06-01;--:--;   -999.000;      1.674; 100
2002-07-01;--:--;   -999.000;      1.054; 100
2002-08-01;--:--;   -999.000;      1.035; 100
2002-09-01;--:--;   -999.000;      0.504; 100
2002-10-01;--:--;   -999.000;      0.274; 100
2002-11-01;--:--;   -999.000;      0.264; 100
2002-12-01;--:--;   -999.000;      0.153; 100
2003-01-01;--:--;   -999.000;      0.098; 100
2003-02-01;--:--;   -999.000;      0.076; 100
2003-03-01;--:--;   -999.000;      0.077; 100
2003-04-01;--:--;   -999.000;      0.126; 100
2003-05-01;--:--;   -999.000;      0.799; 100
2003-06-01;--:--;   -999.000;      1.629; 100
2003-07-01;--:--;   -999.000;      1.368; 100
2003-08-01;--:--;   -999.000;      1.371; 100
2003-09-01;--:--;   -999.000;      0.415; 100
2003-10-01;--:--;   -999.000;      0.318; 100
2003-11-01;--:--;   -999.000;      0.193; 100
2003-12-01;--:--;   -999.000;      0.071; 100
2004-01-01;--:--;   -999.000;      0.052; 100
2004-02-01;--:--;   -999.000;      0.048; 100
2004-03-01;--:--;   -999.000;      0.064; 100
2004-04-01;--:--;   -999.000;      0.118; 100
2004-05-01;--:--;   -999.000;      0.244; 100
2004-06-01;--:--;   -999.000;      1.299; 100
2004-07-01;--:--;   -999.000;      1.559; 100
2004-08-01;--:--;   -999.000;      1.017; 100
2004-09-01;--:--;   -999.000;      0.583; 100
2004-10-01;--:--;   -999.000;      0.364; 100
2004-11-01;--:--;   -999.000;      0.314; 100
2004-12-01;--:--;   -999.000;      0.148; 100
2005-01-01;--:--;   -999.000;      0.126; 100
2005-02-01;--:--;   -999.000;      0.117; 100
2005-03-01;--:--;   -999.000;      0.138; 100
2005-04-01;--:--;   -999.000;      0.172; 100
2005-05-01;--:--;   -999.000;      0.536; 100
2005-06-01;--:--;   -999.000;      1.025; 100
2005-07-01;--:--;   -999.000;      1.267; 100
2005-08-01;--:--;   -999.000;      0.821; 100
2005-09-01;--:--;   -999.000;      0.623; 100
2005-10-01;--:--;   -999.000;      0.490; 100
2005-11-01;--:--;   -999.000;      0.158; 100
2005-12-01;--:--;   -999.000;      0.112; 100
2006-01-01;--:--;   -999.000;      0.093; 100
2006-02-01;--:--;   -999.000;      0.089; 100
2006-03-01;--:--;   -999.000;      0.091; 100
2006-04-01;--:--;   -999.000;      0.127; 100
2006-05-01;--:--;   -999.000;      0.775; 100
2006-06-01;--:--;   -999.000;      1.593; 100
2006-07-01;--:--;   -999.000;      1.571; 100
2006-08-01;--:--;   -999.000;      0.912; 100
2006-09-01;--:--;   -999.000;      0.545; 100
2006-10-01;--:--;   -999.000;      0.308; 100
2006-11-01;--:--;   -999.000;      0.169; 100
2006-12-01;--:--;   -999.000;      0.157; 100
2007-01-01;--:--;   -999.000;      0.152; 100
2007-02-01;--:--;   -999.000;      0.117; 100
2007-03-01;--:--;   -999.000;      0.087; 100
2007-04-01;--:--;   -999.000;      0.377; 100
2007-05-01;--:--;   -999.000;      0.622; 100
2007-06-01;--:--;   -999.000;      0.829; 100
2007-07-01;--:--;   -999.000;      1.340; 100
2007-08-01;--:--;   -999.000;      0.854; 100
2007-09-01;--:--;   -999.000;      0.625; 100
2007-10-01;--:--;   -999.000;      0.374; 100
2007-11-01;--:--;   -999.000;      0.196; 100
2007-12-01;--:--;   -999.000;      0.119; 100
2008-01-01;--:--;   -999.000;      0.088; 100
2008-02-01;--:--;   -999.000;      0.084; 100
2008-03-01;--:--;   -999.000;      0.082; 100
2008-04-01;--:--;   -999.000;      0.090; 100
2008-05-01;--:--;   -999.000;      0.756; 100
2008-06-01;--:--;   -999.000;      1.655; 100
2008-07-01;--:--;   -999.000;      1.624; 100
2008-08-01;--:--;   -999.000;      1.171; 100
2008-09-01;--:--;   -999.000;      0.738; 100
2008-10-01;--:--;   -999.000;      0.300; 100
2008-11-01;--:--;   -999.000;      0.232; 100
2008-12-01;--:--;   -999.000;      0.127; 100
2009-01-01;--:--;   -999.000;      0.096; 100
2009-02-01;--:--;   -999.000;      0.089; 100
2009-03-01;--:--;   -999.000;      0.081; 100
2009-04-01;--:--;   -999.000;      0.392; 100
2009-05-01;--:--;   -999.000;      0.961; 100
2009-06-01;--:--;   -999.000;      1.418; 100
2009-07-01;--:--;   -999.000;      1.835; 100
2009-08-01;--:--;   -999.000;      1.721; 100
2009-09-01;--:--;   -999.000;      0.686; 100
2009-10-01;--:--;   -999.000;      0.302; 100
2009-11-01;--:--;   -999.000;      0.202; 100
2009-12-01;--:--;   -999.000;      0.157; 100
2010-01-01;--:--;   -999.000;      0.112; 100
2010-02-01;--:--;   -999.000;      0.084; 100
2010-03-01;--:--;   -999.000;      0.074; 100
2010-04-01;--:--;   -999.000;      0.132; 100
2010-05-01;--:--;   -999.000;      0.354; 100
2010-06-01;--:--;   -999.000;      1.555; 100
2010-07-01;--:--;   -999.000;      1.613; 100
2010-08-01;--:--;   -999.000;      1.024; 100
2010-09-01;--:--;   -999.000;      0.554; 100
2010-10-01;--:--;   -999.000;      0.321; 100
2010-11-01;--:--;   -999.000;      0.161; 100
2010-12-01;--:--;   -999.000;      0.140; 100
2011-01-01;--:--;   -999.000;      0.118; 100
2011-02-01;--:--;   -999.000;      0.085; 100
2011-03-01;--:--;   -999.000;      0.074; 100
2011-04-01;--:--;   -999.000;      0.237; 100
2011-05-01;--:--;   -999.000;      0.610; 100
2011-06-01;--:--;   -999.000;      0.987; 100
2011-07-01;--:--;   -999.000;      0.917; 100
2011-08-01;--:--;   -999.000;      1.221; 100
2011-09-01;--:--;   -999.000;      0.860; 100
2011-10-01;--:--;   -999.000;      0.463; 100
2011-11-01;--:--;   -999.000;      0.279; 100
2011-12-01;--:--;   -999.000;      0.190; 100
2012-01-01;--:--;   -999.000;      0.124; 100
2012-02-01;--:--;   -999.000;      0.080; 100
2012-03-01;--:--;   -999.000;      0.157; 100
2012-04-01;--:--;   -999.000;      0.249; 100
2012-05-01;--:--;   -999.000;      0.648; 100
2012-06-01;--:--;   -999.000;      1.397; 100
2012-07-01;--:--;   -999.000;      1.777; 100
2012-08-01;--:--;   -999.000;      1.543; 100
2012-09-01;--:--;   -999.000;      0.837; 100
2012-10-01;--:--;   -999.000;      0.514; 100
2012-11-01;--:--;   -999.000;      0.346; 100
2012-12-01;--:--;   -999.000;      0.123; 100
2013-01-01;--:--;   -999.000;      0.097; 100
2013-02-01;--:--;   -999.000;      0.078; 100
2013-03-01;--:--;   -999.000;      0.072; 100
2013-04-01;--:--;   -999.000;      0.237; 100
2013-05-01;--:--;   -999.000;      0.580; 100
2013-06-01;--:--;   -999.000;      1.371; 100
2013-07-01;--:--;   -999.000;      1.585; 100
2013-08-01;--:--;   -999.000;      1.045; 100
2013-09-01;--:--;   -999.000;      0.493; 100
2013-10-01;--:--;   -999.000;      0.392; 100
2013-11-01;--:--;   -999.000;      0.308; 100
2013-12-01;--:--;   -999.000;      0.135; 100
2014-01-01;--:--;   -999.000;      0.098; 100
2014-02-01;--:--;   -999.000;      0.100; 100
2014-03-01;--:--;   -999.000;      0.119; 100
2014-04-01;--:--;   -999.000;      0.220; 100
2014-05-01;--:--;   -999.000;      0.498; 100
2014-06-01;--:--;   -999.000;      1.148; 100
2014-07-01;--:--;   -999.000;      1.231; 100
2014-08-01;--:--;   -999.000;      1.192; 100
2014-09-01;--:--;   -999.000;      0.459; 100
2014-10-01;--:--;   -999.000;      0.333; 100
2014-11-01;--:--;   -999.000;      0.263; 100
2014-12-01;--:--;   -999.000;      0.133; 100
2015-01-01;--:--;   -999.000;      0.092; 100
2015-02-01;--:--;   -999.000;      0.074; 100
2015-03-01;--:--;   -999.000;      0.063; 100
2015-04-01;--:--;   -999.000;      0.123; 100
2015-05-01;--:--;   -999.000;      0.580; 100
2015-06-01;--:--;   -999.000;      1.325; 100
2015-07-01;--:--;   -999.000;      1.480; 100
2015-08-01;--:--;   -999.000;      1.062; 100
2015-09-01;--:--;   -999.000;      0.408; 100
2015-10-01;--:--;   -999.000;      0.230; 100
2015-11-01;--:--;   -999.000;      0.190; 100
2015-12-01;--:--;   -999.000;      0.139; 100
2016-01-01;--:--;   -999.000;      0.121; 100
2016-02-01;--:--;   -999.000;      0.116; 100
2016-03-01;--:--;   -999.000;      0.109; 100
2016-04-01;--:--;   -999.000;      0.199; 100
2016-05-01;--:--;   -999.000;      0.430; 100
2016-06-01;--:--;   -999.000;      1.536; 100
2016-07-01;--:--;   -999.000;      1.356; 100
2016-08-01;--:--;   -999.000;      1.226; 100
2016-09-01;--:--;   -999.000;      0.759; 100
2016-10-01;--:--;   -999.000;      0.295; 100
2016-11-01;--:--;   -999.000;      0.223; 100
2016-12-01;--:--;   -999.000;      0.125; 100
2017-01-01;--:--;   -999.000;      0.084; 100
2017-02-01;--:--;   -999.000;      0.074; 100
2017-03-01;--:--;   -999.000;      0.101; 100
2017-04-01;--:--;   -999.000;      0.170; 100
2017-05-01;--:--;   -999.000;      0.568; 100
2017-06-01;--:--;   -999.000;      1.397; 100
2017-07-01;--:--;   -999.000;      1.306; 100
2017-08-01;--:--;   -999.000;      1.157; 100
2017-09-01;--:--;   -999.000;      0.526; 100
2017-10-01;--:--;   -999.000;      0.311; 100
2017-11-01;--:--;   -999.000;      0.230; 100
2017-12-01;--:--;   -999.000;      0.128; 100
2018-01-01;--:--;   -999.000;      0.098; 100
2018-02-01;--:--;   -999.000;      0.090; 100
2018-03-01;--:--;   -999.000;      0.081; 100
2018-04-01;--:--;   -999.000;      0.336; 100
2018-05-01;--:--;   -999.000;      1.128; 100
2018-06-01;--:--;   -999.000;      1.717; 100
2018-07-01;--:--;   -999.000;      1.343; 100
2018-08-01;--:--;   -999.000;      1.209; 100
2018-09-01;--:--;   -999.000;      0.581; 100
2018-10-01;--:--;   -999.000;      0.305; 100
2018-11-01;--:--;   -999.000;      0.250; 100
2018-12-01;--:--;   -999.000;      0.153; 100
