# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2023-08-14
#
# GRDC-No.:              6342935
# River:                 PARTNACH
# Station:               PARTENKIRCHEN
# Country:               --
# Latitude (DD):       47.48
# Longitude (DD):      11.12
# Catchment area (km²):      
# Altitude (m ASL):        730.06
# Next downstream station:      -
# Remarks:               AdaptAlp-ID: DE052 / EWA-ID: 9305097
# Owner of original data: Germany - Bayerisches Landesamt für Umwelt
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1920 - 2019
# No. of years:          100
# Last update:           2021-03-03
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 1190
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
2005-06-01;--:--;   -999.000;      6.430; 100
2005-07-01;--:--;   -999.000;     10.076; 100
2005-08-01;--:--;   -999.000;     11.485; 100
2005-09-01;--:--;   -999.000;      7.825; 100
2005-10-01;--:--;   -999.000;      5.235; 100
2005-11-01;--:--;   -999.000;      2.396; 100
2005-12-01;--:--;   -999.000;      1.373; 100
2006-01-01;--:--;   -999.000;      0.928; 100
2006-02-01;--:--;   -999.000;      0.940; 100
2006-03-01;--:--;   -999.000;      2.206; 100
2006-04-01;--:--;   -999.000;      5.173; 100
2006-05-01;--:--;   -999.000;      6.660; 100
2006-06-01;--:--;   -999.000;      8.003; 100
2006-07-01;--:--;   -999.000;      4.787; 100
2006-08-01;--:--;   -999.000;      5.519; 100
2006-09-01;--:--;   -999.000;      2.481; 100
2006-10-01;--:--;   -999.000;      2.319; 100
2006-11-01;--:--;   -999.000;      2.398; 100
2006-12-01;--:--;   -999.000;      1.727; 100
2007-01-01;--:--;   -999.000;      1.545; 100
2007-02-01;--:--;   -999.000;      1.283; 100
2007-03-01;--:--;   -999.000;      1.621; 100
2007-04-01;--:--;   -999.000;      1.950; 100
2007-05-01;--:--;   -999.000;      3.674; 100
2007-06-01;--:--;   -999.000;      4.068; 100
2007-07-01;--:--;   -999.000;      5.384; 100
2007-08-01;--:--;   -999.000;      4.043; 100
2007-09-01;--:--;   -999.000;      6.468; 100
2007-10-01;--:--;   -999.000;      3.052; 100
2007-11-01;--:--;   -999.000;      2.939; 100
2007-12-01;--:--;   -999.000;      2.329; 100
2008-01-01;--:--;   -999.000;      1.158; 100
2008-02-01;--:--;   -999.000;      1.043; 100
2008-03-01;--:--;   -999.000;      2.442; 100
2008-04-01;--:--;   -999.000;      4.307; 100
2008-05-01;--:--;   -999.000;      5.356; 100
2008-06-01;--:--;   -999.000;      6.901; 100
2008-07-01;--:--;   -999.000;      7.687; 100
2008-08-01;--:--;   -999.000;      6.203; 100
2008-09-01;--:--;   -999.000;      3.477; 100
2008-10-01;--:--;   -999.000;      3.328; 100
2008-11-01;--:--;   -999.000;      2.301; 100
2008-12-01;--:--;   -999.000;      1.967; 100
2009-01-01;--:--;   -999.000;      1.091; 100
2009-02-01;--:--;   -999.000;      1.039; 100
2009-03-01;--:--;   -999.000;      1.490; 100
2009-04-01;--:--;   -999.000;      5.002; 100
2009-05-01;--:--;   -999.000;      6.375; 100
2009-06-01;--:--;   -999.000;      7.120; 100
2009-07-01;--:--;   -999.000;      6.160; 100
2009-08-01;--:--;   -999.000;      4.581; 100
2009-09-01;--:--;   -999.000;      3.454; 100
2009-10-01;--:--;   -999.000;      3.186; 100
2009-11-01;--:--;   -999.000;      2.623; 100
2009-12-01;--:--;   -999.000;      2.050; 100
2010-01-01;--:--;   -999.000;      0.483; 100
2010-02-01;--:--;   -999.000;      0.311; 100
2010-03-01;--:--;   -999.000;      0.576; 100
2010-04-01;--:--;   -999.000;      0.553; 100
2010-05-01;--:--;   -999.000;      4.703; 100
2010-06-01;--:--;   -999.000;      8.859; 100
2010-07-01;--:--;   -999.000;      5.375; 100
2010-08-01;--:--;   -999.000;      6.318; 100
2010-09-01;--:--;   -999.000;      3.548; 100
2010-10-01;--:--;   -999.000;      1.408; 100
2010-11-01;--:--;   -999.000;      1.265; 100
2010-12-01;--:--;   -999.000;      0.669; 100
2011-01-01;--:--;   -999.000;      1.756; 100
2011-02-01;--:--;   -999.000;      1.102; 100
2011-03-01;--:--;   -999.000;      1.309; 100
2011-04-01;--:--;   -999.000;      1.802; 100
2011-05-01;--:--;   -999.000;      3.724; 100
2011-06-01;--:--;   -999.000;      5.061; 100
2011-07-01;--:--;   -999.000;      5.171; 100
2011-08-01;--:--;   -999.000;      4.637; 100
2011-09-01;--:--;   -999.000;      3.049; 100
2011-10-01;--:--;   -999.000;      3.009; 100
2011-11-01;--:--;   -999.000;      1.546; 100
2011-12-01;--:--;   -999.000;      1.222; 100
2012-01-01;--:--;   -999.000;      1.797; 100
2012-02-01;--:--;   -999.000;      1.155; 100
2012-03-01;--:--;   -999.000;      3.006; 100
2012-04-01;--:--;   -999.000;      3.404; 100
2012-05-01;--:--;   -999.000;      6.244; 100
2012-06-01;--:--;   -999.000;      9.201; 100
2012-07-01;--:--;   -999.000;      6.545; 100
2012-08-01;--:--;   -999.000;      5.651; 100
2012-09-01;--:--;   -999.000;      4.898; 100
2012-10-01;--:--;   -999.000;      3.774; 100
2012-11-01;--:--;   -999.000;      2.305; 100
2012-12-01;--:--;   -999.000;      1.658; 100
2013-01-01;--:--;   -999.000;      1.824; 100
2013-02-01;--:--;   -999.000;      1.314; 100
2013-03-01;--:--;   -999.000;      1.513; 100
2013-04-01;--:--;   -999.000;      3.056; 100
2013-05-01;--:--;   -999.000;      4.300; 100
2013-06-01;--:--;   -999.000;     10.579; 100
2013-07-01;--:--;   -999.000;      5.201; 100
2013-08-01;--:--;   -999.000;      4.084; 100
2013-09-01;--:--;   -999.000;      6.182; 100
2013-10-01;--:--;   -999.000;      5.013; 100
2013-11-01;--:--;   -999.000;      3.200; 100
2013-12-01;--:--;   -999.000;      1.539; 100
2014-01-01;--:--;   -999.000;      1.386; 100
2014-02-01;--:--;   -999.000;      1.278; 100
2014-03-01;--:--;   -999.000;      1.527; 100
2014-04-01;--:--;   -999.000;      2.998; 100
2014-05-01;--:--;   -999.000;      6.882; 100
2014-06-01;--:--;   -999.000;      6.175; 100
2014-07-01;--:--;   -999.000;      8.824; 100
2014-08-01;--:--;   -999.000;      8.747; 100
2014-09-01;--:--;   -999.000;      5.780; 100
2014-10-01;--:--;   -999.000;      4.588; 100
2014-11-01;--:--;   -999.000;      3.775; 100
2014-12-01;--:--;   -999.000;      2.502; 100
2015-01-01;--:--;   -999.000;      3.054; 100
2015-02-01;--:--;   -999.000;      1.308; 100
2015-03-01;--:--;   -999.000;      2.276; 100
2015-04-01;--:--;   -999.000;      4.203; 100
2015-05-01;--:--;   -999.000;      9.094; 100
2015-06-01;--:--;   -999.000;      9.662; 100
2015-07-01;--:--;   -999.000;      4.752; 100
2015-08-01;--:--;   -999.000;      4.723; 100
2015-09-01;--:--;   -999.000;      5.048; 100
2015-10-01;--:--;   -999.000;      2.695; 100
2015-11-01;--:--;   -999.000;      1.817; 100
2015-12-01;--:--;   -999.000;      1.524; 100
2016-01-01;--:--;   -999.000;      1.328; 100
2016-02-01;--:--;   -999.000;      3.410; 100
2016-03-01;--:--;   -999.000;      2.165; 100
2016-04-01;--:--;   -999.000;      4.253; 100
2016-05-01;--:--;   -999.000;      8.020; 100
2016-06-01;--:--;   -999.000;     13.470; 100
2016-07-01;--:--;   -999.000;     10.102; 100
2016-08-01;--:--;   -999.000;      7.319; 100
2016-09-01;--:--;   -999.000;      2.977; 100
2016-10-01;--:--;   -999.000;      2.684; 100
2016-11-01;--:--;   -999.000;      2.547; 100
2016-12-01;--:--;   -999.000;      1.650; 100
2017-01-01;--:--;   -999.000;      1.014; 100
2017-02-01;--:--;   -999.000;      1.209; 100
2017-03-01;--:--;   -999.000;      2.479; 100
2017-04-01;--:--;   -999.000;      2.302; 100
2017-05-01;--:--;   -999.000;      6.397; 100
2017-06-01;--:--;   -999.000;      6.706; 100
2017-07-01;--:--;   -999.000;      6.950; 100
2017-08-01;--:--;   -999.000;      7.302; 100
2017-09-01;--:--;   -999.000;      6.933; 100
2017-10-01;--:--;   -999.000;      3.545; 100
2017-11-01;--:--;   -999.000;      2.556; 100
2017-12-01;--:--;   -999.000;      1.178; 100
2018-01-01;--:--;   -999.000;      2.954; 100
2018-02-01;--:--;   -999.000;      1.754; 100
2018-03-01;--:--;   -999.000;      2.105; 100
2018-04-01;--:--;   -999.000;      5.350; 100
2018-05-01;--:--;   -999.000;      6.661; 100
2018-06-01;--:--;   -999.000;      6.152; 100
2018-07-01;--:--;   -999.000;      5.735; 100
2018-08-01;--:--;   -999.000;      3.826; 100
2018-09-01;--:--;   -999.000;      3.943; 100
2018-10-01;--:--;   -999.000;      2.329; 100
2018-11-01;--:--;   -999.000;      1.068; 100
2018-12-01;--:--;   -999.000;      1.733; 100
2019-01-01;--:--;   -999.000;      1.595; 100
2019-02-01;--:--;   -999.000;      1.909; 100
2019-03-01;--:--;   -999.000;      3.580; 100
2019-04-01;--:--;   -999.000;      4.256; 100
2019-05-01;--:--;   -999.000;      6.772; 100
2019-06-01;--:--;   -999.000;      9.820; 100
2019-07-01;--:--;   -999.000;      6.781; 100
2019-08-01;--:--;   -999.000;      6.448; 100
2019-09-01;--:--;   -999.000;      4.626; 100
2019-10-01;--:--;   -999.000;      3.530; 100
2019-11-01;--:--;   -999.000;      2.664; 100
2019-12-01;--:--;   -999.000;      1.551; 100
